beneficiary_profile_key;Sexo;Rango Edad;Grupo Etnico;Presenta Discapacidad;Zona Ubicacion Beneficiario;Tipo de Beneficiario;Pais Nacimiento
857;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;MEXICO
858;H;0-6 MESES;INDÍGENA;NO;SIN INFORMACIÓN;MENOR DE SEIS MESES;VENEZUELA
859;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TANZANIA
860;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;TUVALU
861;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CIUDAD DEL VATICANO
862;I;6 MESES - 5 AÑOS;COMUNIDAD NEGRA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
863;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;COLOMBIA
864;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;MENOR DE SEIS MESES;COLOMBIA
865;M;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
866;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;COLOMBIA
867;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
868;H;0-6 MESES;AFROCOLOMBIANO (A);NO;RESTO;MENOR DE SEIS MESES;VENEZUELA
869;M;0-6 MESES;AFROCOLOMBIANO (A);NO;RESTO;MENOR DE SEIS MESES;VENEZUELA
870;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;BAHREIN
871;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;AFGANISTAN
872;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
873;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;ESPAÑA
874;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;FRANCIA
875;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;ECUADOR
876;M;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
877;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;MENOR DE SEIS MESES;ECUADOR
878;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
879;H;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
880;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
881;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ARGENTINA
882;H;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;MEXICO
883;H;0-6 MESES;INDÍGENA;NO;RESTO;MENOR DE SEIS MESES;ECUADOR
884;M;0-6 MESES;INDÍGENA;NO;RESTO;MENOR DE SEIS MESES;ECUADOR
885;H;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
886;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;ECUADOR
887;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;EL SALVADOR
888;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
889;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
890;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;ECUADOR
891;M;0-6 MESES;AFROCOLOMBIANO (A);NO;CABECERA;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
892;M;6 MESES - 5 AÑOS;COMUNIDAD NEGRA;NO;RESTO;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
893;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;VENEZUELA
894;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;ARGENTINA
895;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
896;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ITALIA
897;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;COLOMBIA
898;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
899;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;EL SALVADOR
900;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;ECUADOR
901;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;COLOMBIA
902;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;COLOMBIA
903;M;0-6 MESES;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
904;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;PERSONA GESTANTE;ECUADOR
905;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;DOMINICA
906;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;PORTUGAL
907;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COSTA RICA
908;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;UCRANIA
909;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;AFGANISTAN
910;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;CHILE
911;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ARMENIA
912;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;BAHAMAS
913;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;MEXICO
914;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;MARRUECOS
915;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;CANADA
916;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
917;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
918;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;EMIRATOS ARABES UNIDOS
919;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TURQUIA
920;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BELGICA
921;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;IRLANDA
922;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BAHAMAS
923;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;MEXICO
924;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;REINO UNIDO
925;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;ECUADOR
926;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
927;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;LIBANO
928;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;BOLIVIA
929;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
930;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;BRASIL
931;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;FRANCIA
932;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
933;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;JAPON
934;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TAILANDIA
935;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;EL SALVADOR
936;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CANADA
937;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;URUGUAY
938;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
939;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHINA
940;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHINA
941;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;REINO UNIDO
942;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;VANUATU
943;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;AUSTRALIA
944;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;REPUBLICA DOMINICANA
945;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;GRECIA
946;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PAISES BAJOS
947;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;COSTA RICA
948;M;6 MESES - 5 AÑOS;COMUNIDAD NEGRA;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
949;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHILE
950;I;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
951;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
952;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESPAÑA
953;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;CHILE
954;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;ITALIA
955;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;GUATEMALA
956;M;0-6 MESES;INDÍGENA;SI;CABECERA;MENOR DE SEIS MESES;COLOMBIA
957;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PARAGUAY
958;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;DINAMARCA
959;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
960;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ISLA DE MAN
961;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
962;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CANADA
963;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ALEMANIA
964;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
965;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;VENEZUELA
966;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;ARGENTINA
967;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;MENOR DE SEIS MESES;PERU
968;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
969;H;0-6 MESES;PALENQUERO (A);NO;RESTO;MENOR DE SEIS MESES;COLOMBIA
970;H;6 MESES - 5 AÑOS;RAIZAL;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
971;M;6 MESES - 5 AÑOS;RAIZAL;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
972;M;6 MESES - 5 AÑOS;RAIZAL;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
973;M;6 MESES - 5 AÑOS;RAIZAL;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESTADOS UNIDOS
974;H;6 MESES - 5 AÑOS;PALENQUERO (A);SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
975;H;0-6 MESES;RAIZAL;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
976;M;6 MESES - 5 AÑOS;RAIZAL;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
977;H;0-6 MESES;RAIZAL;NO;RESTO;MENOR DE SEIS MESES;COLOMBIA
978;M;0-6 MESES;RAIZAL;NO;RESTO;MENOR DE SEIS MESES;COLOMBIA
979;M;0-6 MESES;RAIZAL;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
980;M;MAYOR A 18 AÑOS;RAIZAL;NO;RESTO;PERSONA GESTANTE;COLOMBIA
981;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
982;M;14 - 17 AÑOS;RAIZAL;NO;RESTO;PERSONA GESTANTE;COLOMBIA
983;M;6 MESES - 5 AÑOS;RAIZAL;NO;RESTO;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
984;M;MAYOR A 18 AÑOS;RAIZAL;NO;RESTO;PERSONA GESTANTE;VENEZUELA
985;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BULGARIA
986;H;0-6 MESES;INDÍGENA;NO;RESTO;MENOR DE SEIS MESES;BRASIL
987;M;0-6 MESES;INDÍGENA;NO;RESTO;MENOR DE SEIS MESES;BRASIL
988;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
989;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;BRASIL
990;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;PERU
991;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;BRASIL
992;H;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
993;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PERU
994;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;PERU
995;H;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
996;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;BRASIL
997;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;BRASIL
998;M;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
999;M;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
1000;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;MENOR DE SEIS MESES;BRASIL
1001;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;PERU
1002;H;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PERU
1003;M;0-6 MESES;INDÍGENA;NO;RESTO;MENOR DE SEIS MESES;PERU
1004;M;9 - 13 AÑOS;INDÍGENA;NO;CABECERA;PERSONA GESTANTE;COLOMBIA
1005;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TUNEZ
1006;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1007;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
1008;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;AFGANISTAN
