service_unit_key;Codigo Unidad Servicio;Unidad Servicio;Estado UDS
60361;7625000050405;FAMI PICARDIAS;ACTIVA
60362;7625000059393;DAI MISTA;ACTIVA
60363;7625000059400;DAI JURA;ACTIVA
60364;7625000059408;DAI KIMI;ACTIVA
60365;7625000059428;DAI UTA;ACTIVA
60366;7625000113579;CDI SUEÑOS Y FANTASIAS;ACTIVA
60367;762501130911;KESA KUITA CHOCAEDEBENA TAA UBA;ACTIVA
60368;762501130913;KESA KUITA CHOCAEDEBENA TAA UME;ACTIVA
60369;762501132624;DAI SIAKORO;ACTIVA
60370;762501132626;DAI KAPUR;ACTIVA
60371;762501132629;DAI CHIDRU;ACTIVA
60372;762501147738;LA DORADA;ACTIVA
60373;762501147739;LA PRADERA;ACTIVA
60374;762501147740;BITACO;ACTIVA
60375;762501147757;ASENTAMIENTO JAIKERA WERA;ACTIVA
60376;762501147758;DAI DOKUNA FONO;ACTIVA
60377;762501147819;DAI KUBARRE;ACTIVA
60378;762501155817;TAMBO JAJAUKE;ACTIVA
60379;7627500014868;SEMILLITAS DE AMOR Y CONVIVENCIA;ACTIVA
60380;7627500050209;H.I LAS ABEJITAS;ACTIVA
60381;7627500064515;CAJITA DE SORPRESAS;ACTIVA
60382;7627500064544;EL OSO HORMIGUERO;ACTIVA
60383;7627500064771;TRENCITO CAÑERO;ACTIVA
60384;7627500064800;MI MUNDO MAGICO;ACTIVA
60385;7627500064856;PETER PAN;ACTIVA
60386;7627500064864;MIMOS;ACTIVA
60387;7627500064866;GATICOS JUGUETONES;ACTIVA
60388;7627500064870;PEQUITAS;ACTIVA
60389;7627500065052;MIS PRIMERAS HUELLAS;ACTIVA
60390;7627500065350;MI CASTILLO;ACTIVA
60391;7627500065368;EL PAJARO CARPINTERO;ACTIVA
60392;7627500065395;JARDIN DE MIS SUEÑOS;ACTIVA
60393;7627500065404;MIS PRIMEROS ANITOS;ACTIVA
60394;7627500065412;PUEBLITO ALEGRE;ACTIVA
60395;7627500065426;MI CASITA DEL MANANA;ACTIVA
60396;7627500065434;SOL Y LUNA;ACTIVA
60397;7627500065461;TASITA DE CHOCOLATE;ACTIVA
60398;7627500065524;LOS PICAPIEDRAS;ACTIVA
60399;7627500065562;DANIELA;ACTIVA
60400;7627500065563;LOS SALTARINES;ACTIVA
60401;7627500065565;MI DESPERTAR;ACTIVA
60402;7627500065566;EL REY LEON;ACTIVA
60403;7627500065632;SORPRESITAS;ACTIVA
60404;7627500065637;MIS KIKATOS;ACTIVA
60405;7627500065654;COPITO DE NIEVE;ACTIVA
60406;7627500065666;EL MUNDO DE LOS NINOS;ACTIVA
60407;7627500065681;EL JORDANCITO;ACTIVA
60408;7627500072146;LOS CARA SUCIAS;ACTIVA
60409;7627500072148;MUÑECOS TRAVIESOS;ACTIVA
60410;7627500072152;PANDILLA FELIZ;ACTIVA
60411;7627500072209;JARDIN DE LAS FLORES;ACTIVA
60412;7627500072232;GATICOS SILVESTRES;ACTIVA
60413;7627500102080;UKAKWE BASTONCITOS;ACTIVA
60414;7627500102153;ATE LUUCXWESX;ACTIVA
60415;7627500102155;UMA KIWE LUUCXKWESX;ACTIVA
60416;7627500102156;NASA LUUCXKWE WÉSX;ACTIVA
60417;7627500102160;KIWE FXINZE LUUCXKWE WÉSX;ACTIVA
60418;7627500102162;MISXKWE WÉSX;ACTIVA
60419;7627500102165;YU LUUCXKWE WÉSX;ACTIVA
60420;7627500104196;MI CASITA ENCANTADA;ACTIVA
60421;7627500104526;HUELLITAS DE AMOR;ACTIVA
60422;7627500113904;PEQUEÑOS EXPLORADORES;ACTIVA
60423;7627500114491;TRENSITO DE AMOR;ACTIVA
60424;7627500114492;CONSTRUYENDO SUEÑOS;ACTIVA
60425;7627500114493;MANITAS CREATIVAS;ACTIVA
60426;7627500117646;LOS CARIÑOSITOS;ACTIVA
60427;7627500132014;EENA EL DIA;ACTIVA
60428;7627500132373;ATEKWE LUNITA;ACTIVA
60429;7627500132625;AVENTURA MAGICA;ACTIVA
60430;7627500132813;VIC SEK _ EL FILO DEL SOL;ACTIVA
60431;762751111839;MI CASITA DEL SABER;ACTIVA
60432;762751113320;RINCONSITO MAGICO;ACTIVA
60433;762751114547;YUKWE AGUITA;ACTIVA
60434;762751128016;PEQUEÑOS GIGANTES;ACTIVA
60435;762751137100;MI PRIMER AVENTURA;ACTIVA
60436;762751148520;KWECX FXIWA S MAWE YI JA;ACTIVA
60437;762751151425;ADXI CAMINO DE LA ESTRELLA;ACTIVA
60438;762751151426;SEK KASEK SALIDA DEL SOL;ACTIVA
60439;762751151773;UCA CHOCOSITO 1;ACTIVA
60440;762751151774;UCA CHOCOSITO 2;ACTIVA
60441;762751151775;UCA SAN ATONIO 1;ACTIVA
60442;762751151776;UCA SAN ATONIO 2;ACTIVA
60443;762751151777;UCA SAN ANTONIO 3;ACTIVA
60444;762751151778;UCA EL REMOLINO;ACTIVA
60445;762751155627;UCA SAN JORGE;ACTIVA
60446;7630600030223;PEQUEÑOS BULLICIOSOS;ACTIVA
60447;7630600030350;MANITAS MAGICAS;ACTIVA
60448;7630600030429;TRAVESURAS II;ACTIVA
60449;7630600030647;MAMÁS FELICES;ACTIVA
60450;7630600030953;MOMENTOS FELICES;ACTIVA
60451;7630600037130;HOGAR INFANTIL MI PEQUEÑO MUNDO;ACTIVA
60452;7630600048178;CDIT PERSONITAS;ACTIVA
60453;7630600103368;CDIT PARAISO;ACTIVA
60454;7630600129764;RAYITOS DE SOL;ACTIVA
60455;7630600129766;PEQUEÑOS CREADORES;ACTIVA
60456;7630600129774;MI EDAD FELIZ GINEBRA;ACTIVA
60457;7631800071254;CDI SANTA CECILIA;ACTIVA
60458;7631800093214;MIS AMIGOS;ACTIVA
60459;7631800093216;MIS PRIMERAS HUELLAS;ACTIVA
60460;7631800093218;MI PEQUEÑO ARCOIRIS;ACTIVA
60461;7631800093223;MI PEQUEÑO GENIO;ACTIVA
60462;7631800093227;LOS BAMBIS;ACTIVA
60463;7631800093230;MIS TRAVESURAS;ACTIVA
60464;7631800093270;CARRUSEL;ACTIVA
60465;7631800093274;CARITAS FELICES;ACTIVA
60466;7631800093288;RANA RENE;ACTIVA
60467;7631800093294;ESTRELLITAS DEL FUTURO;ACTIVA
60468;7631800093296;CHAPULIN COLORADO;ACTIVA
60469;7631800093299;DONAL;ACTIVA
60470;7631800093300;LOS PITUFOS;ACTIVA
60471;7631800093304;LOS CHIQUITINES;ACTIVA
60472;7631800093319;MIS PRIMEROS AMIGUITOS 4;ACTIVA
60473;7631800093323;MIS PEQUEÑOS GENIOS;ACTIVA
60474;7631800093325;MI NUEVO HOGAR;ACTIVA
60475;7631800093326;EL MUNDO DE LOS NIÑOS 4;ACTIVA
60476;7631800093331;MI PEQUEÑO DAVID 3;ACTIVA
60477;7631800093333;EL MUNDO DE LOS NIÑOS 3;ACTIVA
60478;7631800093334;EL MUNDO DE LOS NIÑOS 2;ACTIVA
60479;7631800093349;SUEÑOS Y FANTASIAS 1;ACTIVA
60480;7631800093351;SUEÑOS Y FANTASIAS 2;ACTIVA
60481;7631800093353;CARITAS FELICES II;ACTIVA
60482;7631800093361;MI NUEVO MUNDO;ACTIVA
60483;7631800093362;MUNDO FELIZ;ACTIVA
60484;7631800093366;SOL Y LUNA;ACTIVA
60485;7631800093370;CARIÑITO;ACTIVA
60486;7631800093373;LOS PITUFOS;ACTIVA
60487;7631800093386;MI PEQUEÑO ARCOIRIS 4;ACTIVA
60488;7631800093392;GOTICA DE AMOR;ACTIVA
60489;7631800093396;MI PEQUEÑO ARCOIRIS 1;ACTIVA
60490;7631800093398;MI PEQUEÑO ARCOIRIS 3;ACTIVA
60491;7631800093403;LOS GORRIONCITOS 3;ACTIVA
60492;7631800093405;GORRIONCITOS I;ACTIVA
60493;7631800093412;MIS PEQUEÑOS ANGELITOS;ACTIVA
60494;7631800093413;TRAVESURAS;ACTIVA
60495;7631800093415;EL DESCANSO DE MAMA;ACTIVA
60496;7631800093418;MIS PIOLIN;ACTIVA
60497;7631800093424;MI PEQUEÑO ARCOIRIS 2;ACTIVA
60498;7631800093428;MIS ANGELITOS;ACTIVA
60499;7631800127357;DIMF FAMILIAS CON AMOR;ACTIVA
60500;7631800127361;DIMF FAMILIAS CON FUTURO;ACTIVA
60501;7631800127364;DIMF MIS PEQUEÑOS GENIOS;ACTIVA
60502;7631800127368;DIMF MI PEQUEÑA INFANCIA I;ACTIVA
60503;7631800127372;DIMF SEMILLEROS DEL FUTURO;ACTIVA
60504;7631800127376;DIMF SUSURROS;ACTIVA
60505;7631800138073;MANITOS CON AMOR I;ACTIVA
60506;763181121304;MIS PRIMEROS AMIGUITOS 3;ACTIVA
60507;763181121305;MIS PRIMEROS AMIGUITOS 5;ACTIVA
60508;763181121309;CARITAS FELICES 1;ACTIVA
60509;763181121311;CARITAS FELICES 6;ACTIVA
60510;763181139014;DIMF EL RINCON DE MIS SUEÑOS;ACTIVA
60511;763181139015;DIMF HUELLITAS DEL FUTURO;ACTIVA
60512;7636400046376;PEQUEÑOS QUERUBINES I;INACTIVA
60513;7636400046421;MI CASITA;ACTIVA
60514;7636400046453;MIS GENIOS;ACTIVA
60515;7636400047135;CONEJIN;ACTIVA
60516;7636400047139;MIS SOLES;INACTIVA
60517;7636400047142;CARITAS FELICES;ACTIVA
60518;7636400047145;LOS PITUFOS 1;ACTIVA
60519;7636400047161;LOS TORTOLITOS;ACTIVA
60520;7636400047173;MIS ESTRELLAS;ACTIVA
60521;7636400047178;LOS OSITOS;ACTIVA
60522;7636400047181;LOS REYES;ACTIVA
60523;7636400047211;GIRASOLES 2;ACTIVA
60524;7636400047227;LOS PEONCITOS;ACTIVA
60525;7636400047241;LOS GRANDES;ACTIVA
60526;7636400047247;NINOS TIERNOS;ACTIVA
60527;7636400059507;CARITAS FELICES 3;ACTIVA
60528;7636400059522;LAS HORMIGAS;ACTIVA
60529;7636400059568;LOS AHIJADITOS;ACTIVA
60530;7636400059597;VIOLETAS;ACTIVA
60531;7636400059601;COMELONCITOS 1;ACTIVA
60532;7636400059605;LOS GOLOSITOS;ACTIVA
60533;7636400059635;MIS AMIGUITOS;ACTIVA
60534;7636400059657;LOS TOPOYIYOS;ACTIVA
60535;7636400059670;TODOS SON MIS HIJOS 1;ACTIVA
60536;7636400059687;LAS ABEJITAS;ACTIVA
60537;7636400059692;HUELLITAS;ACTIVA
60538;7636400059695;ALEGRE DESPERTAR;ACTIVA
60539;7636400059702;ARDILLA 1;ACTIVA
60540;7636400059704;TODOS SON MIS HIJOS 2;ACTIVA
60541;7636400059714;MANITAS CREATIVAS;ACTIVA
60542;7636400059740;LOS MUCHACHITOS;ACTIVA
60543;7636400059745;LOS GIRASOLES;ACTIVA
60544;7636400059759;LOS PAYASITOS;ACTIVA
60545;7636400059761;LOS NINOS SON DE CRISTO;ACTIVA
60546;7636400059771;LOS CISNES;ACTIVA
60547;7636400059808;BARNEY;ACTIVA
60548;7636400059813;SOLES;ACTIVA
60549;7636400059815;LOS PITUFOS;ACTIVA
60550;7636400059819;LOS PASTORCITOS DOS;INACTIVA
60551;7636400059827;LOS PASTORCITOS I;ACTIVA
60552;7636400059828;LOS PANDA;ACTIVA
60553;7636400059836;SANTA TERESITA;ACTIVA
60554;7636400059839;LOS PONICITOS;ACTIVA
60555;7636400059845;CASITA DE NINOS;ACTIVA
60556;7636400059849;ESTRELLITA;ACTIVA
60557;7636400059852;LOS BULLICIOSOS;ACTIVA
60558;7636400059856;EL RECREO;ACTIVA
60559;7636400059859;PATO DONALD II;ACTIVA
60560;7636400059867;MI DULCE HOGAR;ACTIVA
60561;7636400059884;MI DULCE DESPERTAR;ACTIVA
60562;7636400059893;LOS PITUFOS;ACTIVA
60563;7636400059895;MIS ANGELITOS;ACTIVA
60564;7636400059899;DESPERTAR EN AMOR I;INACTIVA
60565;7636400059928;MIS PRIMEROS LOGROS;ACTIVA
60566;7636400060328;MIS TALENTOS;ACTIVA
60567;7636400060343;LOS ANGELITOS DOS;ACTIVA
60568;7636400060352;MIS PRIMEROS PASOS;ACTIVA
60569;7636400060363;NUEVO AMANECER;ACTIVA
60570;7636400060380;NIÑOS CON BIENESTAR;ACTIVA
60571;7636400060388;LOS PITUFOS;ACTIVA
60572;7636400060397;LAS CALENITAS;ACTIVA
60573;7636400060410;CHIQUILLADAS;INACTIVA
60574;7636400060417;LAS MARIPOSITAS;ACTIVA
60575;7636400060424;LOS PITUFOS 2;ACTIVA
60576;7636400060590;ESPIGUITAS DEL FUTURO;ACTIVA
60577;7636400060596;LOS AMIGUITOS 2;ACTIVA
60578;7636400060633;LOS PIBESITOS;ACTIVA
60579;7636400060647;MIS PEQUEÑOS ANGELITOS;ACTIVA
60580;7636400060671;MIS NEGRITOS;ACTIVA
60581;7636400060672;NUEVA VIDA;ACTIVA
60582;7636400060675;MIS AMIGUITOS;ACTIVA
60583;7636400060677;MI CABANITA;ACTIVA
60584;7636400060679;CHIQUITINES;ACTIVA
60585;7636400060681;MIS ENANITOS;ACTIVA
60586;7636400060682;MARAVILLAS DEL SABER;ACTIVA
60587;7636400060683;NINOS FELICES;ACTIVA
60588;7636400060685;DISNEY;ACTIVA
60589;7636400060689;MI CASITA;ACTIVA
60590;7636400060691;GAVILLITAS PARA CRISTO;ACTIVA
60591;7636400060693;MIS 15 RETONITOS;INACTIVA
60592;7636400060697;MANITAS CREATIVAS;ACTIVA
60593;7636400060700;MIS AMIGUITOS;ACTIVA
60594;7636400060718;CONEJIN;ACTIVA
60595;7636400085006;SEK LUCX HIJOS DEL SOL;ACTIVA
60596;7636400085007;YATKWE LA CASITA;ACTIVA
60597;7636400085011;ATEKWE ABUELITA LUNA;ACTIVA
60598;7636400085014;CXAEN ESPÍRITUS DEL DÍA;ACTIVA
60599;7636400085016;CXAYUCE ALEGRIA;ACTIVA
60600;7636400085021;ADXIJ ESTRELLA;ACTIVA
60601;7636400085025;CXAHCXA FUERZA;ACTIVA
60602;7636400085027;KSXAW SUEÑITO;ACTIVA
60603;7636400085029;MIAHTX DESPIERTA;ACTIVA
60604;7636400085031;UMA KIWE;ACTIVA
60605;7636400085034;NUSKWE LLUVIECITA;ACTIVA
60606;7636400085035;TUL KWE TERRITORIO;ACTIVA
60607;7636400094207;H.I GOTITAS DE AMOR;ACTIVA
60608;7636400114588;PASO DEL SABER;ACTIVA
60609;7636400114589;LOS COLORES DE MIS SUEÑOS;ACTIVA
60610;7636400114591;EL MUNDO DE LA FELICIDAD;ACTIVA
60611;7636400114593;EL MUNDO DE LOS SUEÑOS;ACTIVA
60612;7636400114596;LOS RETOÑITOS VILLACOLOMBIA;ACTIVA
60613;7636400114897;EL INFANTE DE ROBLES;ACTIVA
60614;7636400123418;SEMILLAS DEL FUTURO;ACTIVA
60615;7636400129904;CRECIENDO JUNTOS;ACTIVA
60616;7636400129909;MUJERES DE BENDICION;ACTIVA
60617;7636400129916;BIBLIOTECA TERRANOVA;ACTIVA
60618;7636400129919;UNION Y FUERZA;ACTIVA
60619;7636400129932;LOS PININOS DEL GIGANTE LA MESETA;ACTIVA
60620;7636400129940;CASITA DEL INFANTE;ACTIVA
60621;7636400137403;CHIQUITININES;ACTIVA
60622;7636400137433;LA PERLITA;ACTIVA
60623;7636400137444;LOS ANGELITOS;ACTIVA
60624;7636400137513;PEQUEÑOS TRAVIESOS 2;ACTIVA
60625;7636400137517;LOS ANGELES;ACTIVA
60626;7636400137523;LAS MARGARITAS 2;ACTIVA
60627;7636400138639;MIKY MAUSE;ACTIVA
60628;7636400138644;NUEVO HORIZONTE;INACTIVA
60629;763641121216;MIS XV AMIGUITOS;ACTIVA
60630;763641122730;MIS PEQUEÑOSTRAVIESOS 1;ACTIVA
60631;763641130258;LOS PININOS DEL GIGANTE LA LIBERIA;ACTIVA
60632;763641143205;CDI PANDERITOS DE PADUA;ACTIVA
60633;763641143424;CDI PANDERITOS DE PADUA 2;ACTIVA
60634;763641148794;MUJERES DE BENDICION POTRERITO;ACTIVA
60635;763641151506;CDI EL RODEO;ACTIVA
60636;763641155809;SEMILLAS DEL NAYA;ACTIVA
60637;7637700029778;ESPIGUITAS DEL FUTURO;ACTIVA
60638;7637700029816;MI RANCHITO ALEGRE;ACTIVA
60639;7637700029845;LOS ENANITOS TRAVIESOS;ACTIVA
60640;7637700029857;FUTUROS DE COLOMBIA;ACTIVA
60641;7637700029875;LOS PULGARCITOS;ACTIVA
60642;7637700029895;CASITA VECINAL;ACTIVA
60643;7637700029968;MIS LINDAS PERSONITAS;ACTIVA
60644;7637700029987;CAMPESINITOS ALEGRES;ACTIVA
60645;7637700030002;MIS PEQUEÑOS DIAMANTES;ACTIVA
60646;7637700030023;CARRUSEL DE LA ALEGRIA;ACTIVA
60647;7637700030045;LOS BULLICIOSOS;ACTIVA
60648;7637700030090;LOS CONSENTIDOS;ACTIVA
60649;7637700030115;CARIÑOSITO;ACTIVA
60650;7637700030141;CUMBRES DE AMOR;ACTIVA
60651;7637700030167;LA AMISTAD;ACTIVA
60652;7637700030190;LAS CONSENTIDAS;ACTIVA
60653;7637700030210;LOS PITUFOS;ACTIVA
60654;7637700030251;MADRIGAL;ACTIVA
60655;7637700030292;MI CHOCITA;ACTIVA
60656;7637700030314;MI PRIMER BEBE;ACTIVA
60657;763771121737;LA CASITA DE BELEN;ACTIVA
60658;7640000018322;HOGAR INFANTIL EL JARDIN;ACTIVA
60659;7640000072361;ÉL PALACIO DE LOS NIÑOS;ACTIVA
60660;7640000072378;EL PRINCIPITO;ACTIVA
60661;7640000072381;ESTRELLITAS TRAVIESAS;ACTIVA
60662;7640000072386;LOS AMIGUITOS;ACTIVA
60663;7640000072390;LOS BULLICIOSOS;ACTIVA
60664;7640000072399;LOS CONSENTIDOS;ACTIVA
60665;7640000072402;LOS GIRASOLES;ACTIVA
60666;7640000072407;LOS GRILLITOS;ACTIVA
60667;7640000072412;LOS PAYASITOS;ACTIVA
60668;7640000072419;LOS PEQUEÑOS MAGOS;ACTIVA
60669;7640000072423;LOS PITUFOS;ACTIVA
60670;7640000072431;NIÑO JESUS;ACTIVA
60671;7640000072436;RIN RIN RENACUAJO;ACTIVA
60672;7640000072450;TRAVESURAS;ACTIVA
60673;7640000072454;TRAVIESOS 2;ACTIVA
60674;7640000072458;ALEGRIA DE LOS NIÑOS;ACTIVA
60675;7640000072464;LOS ANGELITOS;ACTIVA
60676;7640000072481;SOL SOLECITO;ACTIVA
60677;7640000073088;CAPERUCITA ROJA;ACTIVA
60678;7640000073091;CHIQUILLOS TRAVIESOS;ACTIVA
60679;7640000073093;LA RONDA DE LOS ENANOS;ACTIVA
60680;7640000073094;LAS ARDILLITAS;ACTIVA
60681;7640000073097;LAS FLORECITAS;ACTIVA
60682;7640000073099;LOS OSITOS;ACTIVA
60683;7640000073100;LOS PEQUEÑOS GNOMOS;ACTIVA
60684;7640000073101;LOS SALTARINES;ACTIVA
60685;7640000073102;LUCERITO;ACTIVA
60686;7640000073104;MI PARAISO;ACTIVA
60687;7640000073106;PICARDIAS;ACTIVA
60688;7640000131068;LA UNION URBANO;ACTIVA
60689;7640000135118;PILATUNAS;ACTIVA
60690;764001116594;LA UNION;ACTIVA
60691;7640300018496;PEQUEÑOS GENIOS Y PEQUEÑOS GIGANTES;ACTIVA
60692;7640300025323;HOGAR INFANTIL EL PALACIO DE LOS NIÑOS;ACTIVA
60693;7640300037585;LOS PITUFOS;ACTIVA
60694;7640300037613;LOS CHICOS;ACTIVA
60695;7640300037623;CAPERUCITA ROJA;ACTIVA
60696;7640300037661;CARPINTERITOS;ACTIVA
60697;7640300037674;LOS AZULEJITOS;ACTIVA
60698;7640300037708;CASITA DE CHOCOLATE;ACTIVA
60699;7640300037742;BULLICIOSOS;ACTIVA
60700;7640300135349;LOS MIL COLORES;ACTIVA
60701;764031113947;SOLECITOS ESTRELLITAS GIRASOLES 2;ACTIVA
60702;764031126152;GIRASOLES CA;ACTIVA
60703;764031126153;JARDIN MAGICO CA;ACTIVA
60704;764031127691;CAMPO ALEGRE;ACTIVA
60705;764031127693;MICKEY CA;ACTIVA
60706;764031134365;CASITA DE CHOCOLATE;ACTIVA
60707;764031143745;CHIQUITINES;ACTIVA
60708;7649700018426;CENTRO DE DESARROLLO INFANTIL OBANDO VALLE;ACTIVA
60709;7649700018674;MAFALDA PIOLIN;ACTIVA
60710;7649700024103;HOGAR INFANTIL NIÑO JESUS DE PRAGA;ACTIVA
60711;950011148635;SABANAS DE AGUABONITA;ACTIVA
60712;7649700135372;CASETA;ACTIVA
60713;7649700135374;CASETA COMUNAL;ACTIVA
60714;7649700135375;ESCUELA;ACTIVA
60715;7649700135377;SALON PARROQUIAL VILLARODAS;ACTIVA
60716;764971127685;SALON PARQUE RECREACIONAL VILLARODAS;ACTIVA
60717;764971134329;GRAN COLOMBIA 3;ACTIVA
60718;764971134332;EL PRADO;ACTIVA
60719;764971134336;ESCUELA GRAN COLOMBIA 1;ACTIVA
60720;764971134341;ESCUELA GRAN COLOMBIA 2;ACTIVA
60721;764971134343;GRAN COLOMBIA 4;ACTIVA
60722;764971141558;KIMA DRUA;ACTIVA
60723;764971141560;CHACHA DRUA;ACTIVA
60724;7652000020347;CDI HERMES TENORIO MAQUILÓN;ACTIVA
60725;7652000020901;NUEVO AMANECER;ACTIVA
60726;7652000021781;HOGAR INFANTIL PINOCHITO;ACTIVA
60727;7652000021820;CDIT JARDIN LA ALEGRIA;ACTIVA
60728;7652000031223;HOGAR INFANTIL LOS TRAVIESOS;ACTIVA
60729;7652000037076;LOS ENANITOS 1;ACTIVA
60730;7652000037517;LOS PITUFOS;ACTIVA
60731;7652000038645;CAMPANITAS ALEGRES;ACTIVA
60732;7652000038660;PICARDIAS;ACTIVA
60733;7652000038703;LA CASA ENCANTADA;ACTIVA
60734;7652000038727;SEMILLITAS 3;ACTIVA
60735;7652000038767;CHIQUILLADAS;ACTIVA
60736;7652000038781;HOGAR LOS CAMINANTES;ACTIVA
60737;7652000038817;MIS SOLES;ACTIVA
60738;7652000038879;FUTURO DE TIENDA NUEVA;ACTIVA
60739;7652000038885;LOS POLLITOS;ACTIVA
60740;7652000038911;LOS CARIÑOSITOS;ACTIVA
60741;7652000038930;PEQUEÑOS GIGANTES;ACTIVA
60742;7652000038981;LOS BULLICIOSOS;ACTIVA
60743;7652000039046;LOS CHIQUITINES;ACTIVA
60744;7652000039053;LOS ANGELITOS;ACTIVA
60745;7652000039066;CAFETERITOS;ACTIVA
60746;7652000039230;LOS CISNES;ACTIVA
60747;7652000039238;LAS ARDILLITAS;ACTIVA
60748;7652000039243;LOS GNOMOS;ACTIVA
60749;7652000039248;LOS PALMIRANOS;ACTIVA
60750;7652000039271;LOS POLLITOS;ACTIVA
60751;7652000039290;EL PINITO;ACTIVA
60752;7652000039300;LOS CARINOSITOS;ACTIVA
60753;7652000039509;PEQUEÑIN;ACTIVA
60754;7652000039578;CANTARIN;ACTIVA
60755;7652000039586;NIÑOS DEL MILENIO;ACTIVA
60756;7652000039668;OSITOS;ACTIVA
60757;7652000039720;CARITAS ALEGRES;ACTIVA
60758;7652000039729;LA ABUELA;ACTIVA
60759;7652000039754;MI DULCE DESPERTAR;ACTIVA
60760;7652000039773;EDAD FELIZ;ACTIVA
60761;7652000039805;EL MUNDO DE HEIDY;ACTIVA
60762;7652000039830;OVEJITAS;ACTIVA
60763;7652000039849;ANGELITA;ACTIVA
60764;7652000039861;LOS PINOS;ACTIVA
60765;7652000039886;MUNDO ALEGRE;ACTIVA
60766;7652000039946;MI TERNURA;ACTIVA
60767;7652000039953;MIS PRIMERAS CANCIONES;ACTIVA
60768;7652000039962;SALTARINES;ACTIVA
60769;7652000039980;EL JARDIN DE LOS SUEÑOS;ACTIVA
60770;7652000039995;ABEJITA MAYA;ACTIVA
60771;7652000040010;NIÑOS DEL TERCER MILENIO;ACTIVA
60772;7652000040052;DULZURAS;ACTIVA
60773;7652000040054;LOS PICAPIEDRAS;ACTIVA
60774;7652000040079;PERSONITAS;ACTIVA
60775;7652000040502;H.I BLANCA NIEVES;ACTIVA
60776;7652000047469;MI TIERNA INFANCIA;ACTIVA
60777;7652000047473;LOS MANGOS;ACTIVA
60778;7652000047489;MI BELLA AURORA;ACTIVA
60779;7652000047540;MI PEQUEÑO MUNDO;ACTIVA
60780;7652000047545;CHIQUITINES;ACTIVA
60781;7652000047591;MI PEQUEÑO MUNDO;ACTIVA
60782;7652000047599;CHIQUITINES;ACTIVA
60783;7652000047607;CONSENTIDOS;ACTIVA
60784;7652000047611;LAS ARDILLAS;ACTIVA
60785;7652000047615;LAS PALMERAS;ACTIVA
60786;7652000047628;MI DULCE DESPERTAR;ACTIVA
60787;7652000047635;MI DULCE DESPERTAR;ACTIVA
60788;7652000048779;H.I SAN PEDRO;ACTIVA
60789;7652000048833;HOGAR INFANTIL PASITOS DE GIGANTE;ACTIVA
60790;7652000049707;HOGAR INFANTIL CARRUSEL DE AVENTURAS;ACTIVA
60791;7652000054800;H.I EL PRINCIPITO;ACTIVA
60792;7652000060513;HOGAR INFANTIL HAROLD EDER;ACTIVA
60793;7652000104573;MIS HUELLITAS;ACTIVA
60794;7652000110419;MULTIPLE OBANDO;ACTIVA
60795;7652000113305;MUNDO DE ILUSIONES;ACTIVA
60796;7652000114705;LOS OSITOS1;ACTIVA
60797;7652000114706;LOS PEQUEÑOS TRAVIESOS;ACTIVA
60798;7652000115152;LA PIÑA;ACTIVA
60799;7652000129783;TIENDA NUEVA;ACTIVA
60800;7652000129788;CARRUSEL DEL AMOR;ACTIVA
60801;7652000129793;SEMBRANDO SEMILLAS PARA UN FUTURO;ACTIVA
60802;7652000129839;DEJANDO HUELLAS;ACTIVA
60803;7652000129843;TESOROS DE MI CORAZON;ACTIVA
60804;7652000129845;CONSTRUYENDO MI MUNDO;ACTIVA
60805;7652000129852;LAS ESTRELLITAS;ACTIVA
60806;7652000129853;MIS PEQUEÑAS HUELLAS;ACTIVA
60807;7652000129857;CASITA DE LUZ;ACTIVA
60808;7652000129859;EXPLORADORES DEL FUTURO;ACTIVA
60809;7652000129862;MIS PEQUEÑAS AVENTURAS;ACTIVA
60810;7652000129865;PEQUEÑOS SABIOS;ACTIVA
60811;7652000129868;CASITA DE ILUSIONES 1;ACTIVA
60812;7652000129873;SEMILLAS DE AMOR 1;ACTIVA
60813;7652000129882;CARITA DE ANGEL;ACTIVA
60814;7652000129885;AMOR Y TERNURA;ACTIVA
60815;765201112267;LOS CARIÑOSITOS;ACTIVA
60816;765201125003;CDI SEMILLA DE ESPERANZA;ACTIVA
60817;765201140174;NIÑO JESUS;ACTIVA
60818;765201143845;SEMILLAS DE AMOR 2 PALMASECA;ACTIVA
60819;765201147743;PEQUEÑOS GIGANTES;ACTIVA
60820;765201154665;CDI SEMILLITAS DEL FUTURO;ACTIVA
60821;7656300050064;EL PORVENIR;ACTIVA
60822;7656300050069;FLORECITAS;ACTIVA
60823;7656300050077;EL ALBERGUE;ACTIVA
60824;7656300050084;LOS PEQUEÑOS AMIGUITOS;ACTIVA
60825;7656300050089;LAS ABEJITAS;ACTIVA
60826;7656300050106;LOS SALTARINES;ACTIVA
60827;7656300050116;LOS OSITOS;ACTIVA
60828;7656300050163;LOS POLLITOS;ACTIVA
60829;7656300050174;LA POPA;ACTIVA
60830;7656300050614;SUENOS;ACTIVA
60831;7656300050621;PEQUEÑOS ANGELITOS 2;ACTIVA
60832;7656300050627;BLANCA NIEVES;ACTIVA
60833;7656300050670;CARRUSEL UNO;ACTIVA
60834;7656300050675;LOS CAPULLITOS;ACTIVA
60835;7656300050688;LOS TOPITOS;ACTIVA
60836;7656300051353;HOGAR INFANTIL ALFREDO POSADA CORREA;ACTIVA
60837;7656300067459;HOGAR SAN RAFAEL;ACTIVA
